Rank,Player,Real time,In-game time,Version,Difficulty,F3,Mods,Date,Unnamed: 9,Unnamed: 10,Unnamed: 11,userlink
1100th,yuralian,41m 23s 055ms,41m 23s 055ms,41m 23s 055ms (in-game time),1.16.1,Easy,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/yuralian
1101st,Kudzucrew,41m 28s 250ms,41m 26s 490ms,41m 26s 490ms (in-game time),1.16.1,Normal,F3,CaffeineMC,7 months ago,,,https://www.speedrun.com/user/Kudzucrew
1102nd,Zeppir,41m 29s 110ms,41m 27s 500ms,41m 27s 500ms (in-game time),1.16.1,Normal,F3,Optifine,8 months ago,,,https://www.speedrun.com/user/Zeppir
1103rd,AquaticPickler,41m 38s 088ms,41m 31s 015ms,41m 31s 015ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/AquaticPickler
1104th,SALSomatiko,41m 36s 860ms,41m 36s 860ms,41m 36s 860ms (in-game time),1.16.1,Easy,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/SALSomatiko
1105th,Null_7,41m 57s 440ms,41m 38s 140ms,41m 38s 140ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Null_7
1106th,Flashrex,41m 42s 029ms,41m 42s 029ms,41m 42s 029ms (in-game time),1.16.1,Normal,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/Flashrex
1107th,king_kelp,41m 58s 880ms,41m 49s 550ms,41m 49s 550ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/king_kelp
1108th,JawlessPanda,42m 53s 480ms,41m 50s 400ms,41m 50s 400ms (in-game time),1.16.1,Normal,F3,Optifine,8 months ago,,,https://www.speedrun.com/user/JawlessPanda
1109th,nicknotnich,42m 24s 039ms,41m 51s 070ms,41m 51s 070ms (in-game time),1.16.1,Easy,F3,CaffeineMC,5 months ago,,,https://www.speedrun.com/user/nicknotnich
1110th,Milanche,41m 57s 020ms,41m 57s 020ms,41m 57s 020ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Milanche
1111th,Agika,41m 57s 430ms,41m 57s 430ms,41m 57s 430ms (in-game time),1.16.1,Easy,F3,CaffeineMC,7 months ago,,,https://www.speedrun.com/user/Agika
1112th,RybakOwO,42m 08s 042ms,41m 59s 025ms,41m 59s 025ms (in-game time),1.16.1,Normal,F3,CaffeineMC,6 months ago,,,https://www.speedrun.com/user/RybakOwO
1113th,NoraMeld,42m 14s 280ms,42m 00s 850ms,42m 00s 850ms (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/NoraMeld
1114th,EnergyIQ,42m 02s 500ms,42m 02s 500ms,42m 02s 500ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/EnergyIQ
1115th,Alecksss,42m 05s 015ms,42m 05s 015ms,42m 05s 015ms (in-game time),1.16.1,Normal,F3,Vanilla,3 months ago,,,https://www.speedrun.com/user/Alecksss
1116th,gwoth,42m 17s 400ms,42m 18s 750ms,42m 18s 750ms (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/gwoth
1117th,Yuuumei,42m 28s 240ms,42m 21s 200ms,42m 21s 200ms (in-game time),1.16.1,Normal,F3,Vanilla,3 months ago,,,https://www.speedrun.com/user/Yuuumei
1118th,IdentityCrisis,42m 36s 230ms,42m 25s 050ms,42m 25s 050ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/IdentityCrisis
1119th,MikelDPikel,42m 27s 940ms,42m 27s 940ms,42m 27s 940ms (in-game time),1.16.1,Normal,No F3,Vanilla,2 weeks ago,,,https://www.speedrun.com/user/MikelDPikel
1120th,ItsPete,42m 28s 024ms,42m 28s 024ms,42m 28s 024ms (in-game time),1.16.1,Normal,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/ItsPete
1121st,xBlitzy1,45m 47s 920ms,42m 29s 150ms,42m 29s 150ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/xBlitzy1
1122nd,mechadoodle,42m 28s 033ms,42m 30s 095ms,42m 30s 095ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/mechadoodle
1123rd,BilliamPlaysStuff,44m 54s 430ms,42m 30s 200ms,42m 30s 200ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/BilliamPlaysStuff
1124th,Velcron,42m 34s 840ms,42m 34s,42m 34s (in-game time),1.16.1,Normal,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/Velcron
1125th,Enthry,42m 34s 500ms,42m 34s 500ms,42m 34s 500ms (in-game time),1.16.1,Normal,F3,Optifine,7 months ago,,,https://www.speedrun.com/user/Enthry
1126th,landvis,42m 36s 058ms,42m 36s 058ms,42m 36s 058ms (in-game time),1.16.1,Easy,F3,Vanilla,3 weeks ago,,,https://www.speedrun.com/user/landvis
1127th,shadow_wolfwind,42m 38s 033ms,42m 39s 005ms,42m 39s 005ms (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/shadow_wolfwind
1128th,Phazer,42m 45s 760ms,42m 43s 850ms,42m 43s 850ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/Phazer
1129th,Waknart,42m 49s 052ms,42m 46s 060ms,42m 46s 060ms (in-game time),1.16.1,Normal,No F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/Waknart
1130th,MeguminWasTaken,42m 50s 140ms,42m 47s 550ms,42m 47s 550ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/MeguminWasTaken
1131st,Memeio,42m 51s 133ms,42m 48s 983ms,42m 48s 983ms (in-game time),1.16.1,Easy,F3,Optifine,7 months ago,,,https://www.speedrun.com/user/Memeio
1132nd,MultiverseMeep,42m 49s 370ms,42m 49s 370ms,42m 49s 370ms (in-game time),1.16.1,Normal,F3,Vanilla,8 months ago,,,https://www.speedrun.com/user/MultiverseMeep
1133rd,Jessoup,42m 51s 069ms,42m 50s 079ms,42m 50s 079ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/Jessoup
1134th,OrbsWasTaken,43m 02s 770ms,42m 58s 450ms,42m 58s 450ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/OrbsWasTaken
1135th,carlemilex,43m 47s,42m 59s,42m 59s (in-game time),1.16.1,Easy,F3,Vanilla,2 weeks ago,,,https://www.speedrun.com/user/carlemilex
1136th,Slapstickers,43m 01s 015ms,43m 01s 015ms,43m 01s 015ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/Slapstickers
1137th,SkapYT,43m 01s 180ms,43m 01s 180ms,43m 01s 180ms (in-game time),1.16.1,Normal,F3,Optifine,7 months ago,,,https://www.speedrun.com/user/SkapYT
1138th,Nkekev,43m 26s 110ms,43m 03s 450ms,43m 03s 450ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Nkekev
1139th,Alchemiist,43m 05s 090ms,43m 05s 090ms,43m 05s 090ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Alchemiist
1140th,midnightcaw,42m 53s 380ms,43m 05s 950ms,43m 05s 950ms (in-game time),1.16.1,Easy,F3,CaffeineMC,7 months ago,,,https://www.speedrun.com/user/midnightcaw
1141st,Fiflaczyn,43m 07s,43m 07s,43m 07s (in-game time),1.16.1,Normal,F3,Optifine,7 months ago,,,https://www.speedrun.com/user/Fiflaczyn
1142nd,OABL,43m 07s 049ms,43m 07s 049ms,43m 07s 049ms (in-game time),1.16.1,Normal,F3,CaffeineMC,7 months ago,,,https://www.speedrun.com/user/OABL
1143rd,Intramint,43m 09s,43m 09s,43m 09s (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Intramint
1144th,Turlock,43m 09s 570ms,43m 09s 570ms,43m 09s 570ms (in-game time),1.16.4,Normal,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/Turlock
1145th,HappyFaceGames,43m 07s,43m 10s 850ms,43m 10s 850ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/HappyFaceGames
1146th,riotwastaken,43m 26s 000ms,43m 11s 000ms,43m 11s 000ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/riotwastaken
1147th,PaoloAR,43m 14s 007ms,43m 11s 080ms,43m 11s 080ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/PaoloAR
1148th,Battlenus1,43m 11s 740ms,43m 11s 740ms,43m 11s 740ms (in-game time),1.16.1,Normal,F3,Vanilla,6 months ago,,,https://www.speedrun.com/user/Battlenus1
1149th,nynahnina,43m 12s,43m 12s,43m 12s (in-game time),1.16.1,Easy,F3,Vanilla,8 months ago,,,https://www.speedrun.com/user/nynahnina
1150th,MarkAlarm,43m 13s,43m 13s,43m 13s (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/MarkAlarm
1151st,Torvvus,43m 13s 032ms,43m 13s 032ms,43m 13s 032ms (in-game time),1.16.1,Easy,F3,CaffeineMC,6 months ago,,,https://www.speedrun.com/user/Torvvus
1152nd,WillPending,43m 16s 200ms,43m 16s 200ms,43m 16s 200ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/WillPending
1153rd,sailo93,43m 17s 011ms,43m 17s 011ms,43m 17s 011ms (in-game time),1.16.1,Easy,F3,CaffeineMC,5 months ago,,,https://www.speedrun.com/user/sailo93
1154th,nastyplot,43m 23s 923ms,43m 20s 655ms,43m 20s 655ms (in-game time),1.16.1,Normal,F3,Vanilla,8 months ago,,,https://www.speedrun.com/user/nastyplot
1155th,Markesz7,43m 48s 580ms,43m 20s 950ms,43m 20s 950ms (in-game time),1.16.1,Normal,F3,CaffeineMC,7 months ago,,,https://www.speedrun.com/user/Markesz7
1156th,1JLTG,44m 24s,43m 23s,43m 23s (in-game time),1.16.1,Normal,F3,Optifine,7 months ago,,,https://www.speedrun.com/user/1JLTG
1157th,TheJumpingFlame,43m 23s 980ms,43m 23s 980ms,43m 23s 980ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/TheJumpingFlame
1158th,Aver005,43m 24s 037ms,43m 24s 037ms,43m 24s 037ms (in-game time),1.16.1,Normal,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/Aver005
1159th,yokeslet,43m 39s 971ms,43m 25s 450ms,43m 25s 450ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/yokeslet
1160th,condronk,43m 27s,43m 27s,43m 27s (in-game time),1.16.1,Normal,F3,Vanilla,6 months ago,,,https://www.speedrun.com/user/condronk
1161st,LegendaryGW,43m 36s 320ms,43m 31s 050ms,43m 31s 050ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/LegendaryGW
1162nd,Change,43m 32s 066ms,43m 32s 066ms,43m 32s 066ms (in-game time),1.16.1,Normal,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/Change
1163rd,Papjer,43m 39s 420ms,43m 39s 420ms,43m 39s 420ms (in-game time),1.16.1,Normal,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/Papjer
1164th,Zyberd,44m 01s 330ms,43m 46s 050ms,43m 46s 050ms (in-game time),1.16.1,Easy,F3,Vanilla,1 week ago,,,https://www.speedrun.com/user/Zyberd
1165th,Squeegeerunner,43m 51s 830ms,43m 48s 950ms,43m 48s 950ms (in-game time),1.16.1,Easy,F3,CaffeineMC,5 months ago,,,https://www.speedrun.com/user/Squeegeerunner
1166th,Portalfreek,43m 51s 380ms,43m 49s 400ms,43m 49s 400ms (in-game time),1.16.1,Easy,F3,Vanilla,3 months ago,,,https://www.speedrun.com/user/Portalfreek
1167th,No1Toaster,43m 51s 870ms,43m 51s 870ms,43m 51s 870ms (in-game time),1.16.1,Normal,F3,Vanilla,8 months ago,,,https://www.speedrun.com/user/No1Toaster
1168th,cheemsta,45m 23s 046ms,43m 54s 015ms,43m 54s 015ms (in-game time),1.16.1,Normal,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/cheemsta
1169th,Vqnadium,44m 21s 042ms,43m 55s 250ms,43m 55s 250ms (in-game time),1.16.1,Normal,No F3,Vanilla,3 weeks ago,,,https://www.speedrun.com/user/Vqnadium
1170th,Rabidat,44m 22s 900ms,43m 55s 900ms,43m 55s 900ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Rabidat
1171st,ManOfTheOreo,44m 16s 040ms,43m 56s 700ms,43m 56s 700ms (in-game time),1.16.1,Normal,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/ManOfTheOreo
1172nd,TSARGOVNIDOS,44m 01s 360ms,43m 58s 100ms,43m 58s 100ms (in-game time),1.16.1,Easy,F3,CaffeineMC,7 months ago,,,https://www.speedrun.com/user/TSARGOVNIDOS
1173rd,drimys,44m 15s,44m 15s,44m 15s (in-game time),1.16.1,Easy,F3,Vanilla,5 months ago,,,https://www.speedrun.com/user/drimys
1174th,MunkeyVision,44m 17s,44m 17s,44m 17s (in-game time),1.16.1,Easy,F3,Vanilla,6 months ago,,,https://www.speedrun.com/user/MunkeyVision
1175th,LAARK,44m 21s,44m 21s,44m 21s (in-game time),1.16.1,Normal,,CaffeineMC,7 months ago,,,https://www.speedrun.com/user/LAARK
1176th,josec,44m 30s 052ms,44m 24s,44m 24s (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/josec
1177th,flipper1617,44m 31s 081ms,44m 31s 081ms,44m 31s 081ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/flipper1617
1178th,Jamfjr,44m 37s 040ms,44m 35s 038ms,44m 35s 038ms (in-game time),1.16.1,Normal,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/Jamfjr
1179th,audioSalix,44m 48s 510ms,44m 35s 700ms,44m 35s 700ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/audioSalix
1180th,chalsu,46m 05s 500ms,44m 40s 750ms,44m 40s 750ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/chalsu
1181st,FilippoYang,44m 46s 041ms,44m 46s 041ms,44m 46s 041ms (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/FilippoYang
1182nd,Samueloxo,45m 04s 670ms,44m 50s 150ms,44m 50s 150ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/Samueloxo
1183rd,Fragg_,45m 14s 077ms,44m 51s 020ms,44m 51s 020ms (in-game time),1.16.1,Easy,F3,Vanilla,3 months ago,,,https://www.speedrun.com/user/Fragg_
1184th,SethBling,45m 03s,44m 54s,44m 54s (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/SethBling
1185th,Seanomunyango,45m 10s,44m 59s,44m 59s (in-game time),1.16.1,Normal,F3,CaffeineMC,7 months ago,,,https://www.speedrun.com/user/Seanomunyango
1186th,Chikorita,46m 47s 500ms,45m 04s 010ms,45m 04s 010ms (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/Chikorita
1187th,SirLexita,45m 07s 500ms,45m 07s 500ms,45m 07s 500ms (in-game time),1.16.1,Normal,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/SirLexita
1188th,esprs123,45m 17s,45m 17s,45m 17s (in-game time),1.16.1,Easy,F3,Vanilla,6 months ago,,,https://www.speedrun.com/user/esprs123
1189th,HollowHeart,45m 19s 600ms,45m 19s 600ms,45m 19s 600ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/HollowHeart
1190th,TheWeatherman,48m 12s 960ms,45m 24s 600ms,45m 24s 600ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/TheWeatherman
1191st,vNameless,45m 33s,45m 33s,45m 33s (in-game time),1.16.1,Easy,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/vNameless
1192nd,Krebs_cycle,45m 43s 130ms,45m 34s 500ms,45m 34s 500ms (in-game time),1.16.1,Easy,F3,CaffeineMC,7 months ago,,,https://www.speedrun.com/user/Krebs_cycle
1193rd,FalconAce24,45m 29s 003ms,45m 40s 030ms,45m 40s 030ms (in-game time),1.16.1,Easy,,Vanilla,2 months ago,,,https://www.speedrun.com/user/FalconAce24
1194th,InfernoMartyr,45m 41s 087ms,45m 41s 087ms,45m 41s 087ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/InfernoMartyr
1195th,SpeeIsKey,45m 43s 340ms,45m 43s 340ms,45m 43s 340ms (in-game time),1.16.1,Normal,F3,Vanilla,3 months ago,,,https://www.speedrun.com/user/SpeeIsKey
1196th,Khinganan,45m 45s,45m 44s,45m 44s (in-game time),1.16.1,Normal,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/Khinganan
1197th,Plus,45m 45s 000ms,45m 45s 000ms,45m 45s 000ms (in-game time),1.16.1,Easy,No F3,Optifine,8 months ago,,,https://www.speedrun.com/user/Plus
1198th,Midrock242,45m 51s 740ms,45m 51s 740ms,45m 51s 740ms (in-game time),1.16.5,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/Midrock242
1199th,brccoli,45m 52s,45m 52s,45m 52s (in-game time),1.16.1,Normal,F3,Optifine,7 months ago,,,https://www.speedrun.com/user/brccoli
1200th,Simocos,45m 57s 900ms,45m 57s 070ms,45m 57s 070ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Simocos
1201st,RealPosho,46m 06s 760ms,46m 04s 450ms,46m 04s 450ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/RealPosho
1202nd,UltraBot,46m 05s,46m 05s,46m 05s (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/UltraBot
1202nd,TisThunder,46m 19s,46m 05s,46m 05s (in-game time),1.16.1,Easy,F3,Vanilla,8 months ago,,,https://www.speedrun.com/user/TisThunder
1204th,BradennZzz,46m 08s 087ms,46m 06s 031ms,46m 06s 031ms (in-game time),1.16.1,Easy,F3,Vanilla,1 week ago,,,https://www.speedrun.com/user/BradennZzz
1205th,Makk3_,46m 09s 370ms,46m 09s 370ms,46m 09s 370ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/Makk3_
1206th,Yoshi14502,46m 10s 025ms,46m 10s 025ms,46m 10s 025ms (in-game time),1.16.1,Normal,F3,Vanilla,6 months ago,,,https://www.speedrun.com/user/Yoshi14502
1207th,prozart7,46m 12s 070ms,46m 12s 070ms,46m 12s 070ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/prozart7
1208th,WillieZhang,46m 22s 100ms,46m 22s 100ms,46m 22s 100ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/WillieZhang
1209th,Skuros,46m 23s 580ms,46m 23s 580ms,46m 23s 580ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Skuros
1210th,Colemaner,46m 26s 030ms,46m 26s 030ms,46m 26s 030ms (in-game time),1.16.1,Normal,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/Colemaner
1211th,Zenswell,47m 34s 063ms,46m 27s 350ms,46m 27s 350ms (in-game time),1.16.1,Normal,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/Zenswell
1212th,Potato__Aim__,46m 39s 090ms,46m 29s 100ms,46m 29s 100ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Potato__Aim__
1213th,Haroon_Chan,46m 32s 620ms,46m 32s 620ms,46m 32s 620ms (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/Haroon_Chan
1214th,PBHotdog,46m 37s 053ms,46m 34s 041ms,46m 34s 041ms (in-game time),1.16.1,Normal,F3,Vanilla,8 months ago,,,https://www.speedrun.com/user/PBHotdog
1215th,rudylmao,46m 38s 015ms,46m 38s 015ms,46m 38s 015ms (in-game time),1.16.1,Normal,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/rudylmao
1216th,MemoryHunter,46m 38s 710ms,46m 40s 800ms,46m 40s 800ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/MemoryHunter
1217th,Kentup39,46m 42s,46m 42s,46m 42s (in-game time),1.16.1,Easy,F3,Optifine,7 months ago,,,https://www.speedrun.com/user/Kentup39
1218th,NotRiver62,46m 42s 890ms,46m 42s 890ms,46m 42s 890ms (in-game time),1.16.1,Normal,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/NotRiver62
1219th,pocketgeeko,47m 15s 390ms,46m 53s 900ms,46m 53s 900ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 weeks ago,,,https://www.speedrun.com/user/pocketgeeko
1220th,kep1sh,46m 54s 660ms,46m 54s 660ms,46m 54s 660ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/kep1sh
1221st,Adrenaliyn,47m 03s,47m 03s,47m 03s (in-game time),1.16.1,Normal,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/Adrenaliyn
1222nd,cherry_blossom_image,47m 04s,47m 04s,47m 04s (in-game time),1.16.1,Normal,F3,Optifine,7 months ago,,,https://www.speedrun.com/user/cherry_blossom_image
1223rd,camcar,47m 26s 220ms,47m 05s 300ms,47m 05s 300ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/camcar
1224th,Teddison,47m 12s 830ms,47m 06s 109ms,47m 06s 109ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/Teddison
1225th,PoikaU,47m 13s 490ms,47m 07s 850ms,47m 07s 850ms (in-game time),1.16.1,Normal,F3,Vanilla,6 months ago,,,https://www.speedrun.com/user/PoikaU
1226th,32mace,47m 10s 367ms,47m 10s 367ms,47m 10s 367ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/32mace
1227th,CrayZeei,47m 51s 400ms,47m 13s 500ms,47m 13s 500ms (in-game time),1.16.1,Easy,F3,CaffeineMC,6 months ago,,,https://www.speedrun.com/user/CrayZeei
1228th,Harbee,47m 22s 043ms,47m 22s 650ms,47m 22s 650ms (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/Harbee
1229th,Banananana,48m 25s 710ms,47m 22s 700ms,47m 22s 700ms (in-game time),1.16.1,Normal,F3,Vanilla,3 weeks ago,,,https://www.speedrun.com/user/Banananana
1230th,BigRocket,47m 56s 025ms,47m 24s,47m 24s (in-game time),1.16.1,Easy,F3,Vanilla,3 months ago,,,https://www.speedrun.com/user/BigRocket
1231st,Gisthekey,47m 31s,47m 31s,47m 31s (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/Gisthekey
1232nd,the_spyborg,48m 20s 310ms,47m 32s 350ms,47m 32s 350ms (in-game time),1.16.1,Hardcore,No F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/the_spyborg
1233rd,ImTooFlimzy,49m 48s,47m 34s 039ms,47m 34s 039ms (in-game time),1.16.1,Easy,F3,Vanilla,5 months ago,,,https://www.speedrun.com/user/ImTooFlimzy
1234th,itz_tophinator,47m 32s 490ms,47m 34s 850ms,47m 34s 850ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/itz_tophinator
1235th,nyate,47m 35s,47m 35s,47m 35s (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/nyate
1236th,BrotataChip,47m 35s 870ms,47m 37s 010ms,47m 37s 010ms (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/BrotataChip
1237th,YaBoiJSmith,47m 46s,47m 40s,47m 40s (in-game time),1.16.1,Normal,F3,Optifine,7 months ago,,,https://www.speedrun.com/user/YaBoiJSmith
1238th,trashu,47m 44s 080ms,47m 44s 080ms,47m 44s 080ms (in-game time),1.16.1,Normal,F3,Vanilla,8 months ago,,,https://www.speedrun.com/user/trashu
1239th,Nasty_Espy,47m 44s 260ms,47m 44s 260ms,47m 44s 260ms (in-game time),1.16.1,Normal,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/Nasty_Espy
1240th,Kiw1fruits,47m 47s 032ms,47m 47s 032ms,47m 47s 032ms (in-game time),1.16.1,Normal,F3,Vanilla,6 months ago,,,https://www.speedrun.com/user/Kiw1fruits
1241st,iceball8314,47m 56s 380ms,47m 49s 550ms,47m 49s 550ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/iceball8314
1242nd,Millzord,47m 49s 820ms,47m 49s 820ms,47m 49s 820ms (in-game time),1.16.1,Easy,F3,Vanilla,5 months ago,,,https://www.speedrun.com/user/Millzord
1243rd,ArcymistrzTTV,47m 54s 690ms,47m 54s 690ms,47m 54s 690ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/ArcymistrzTTV
1244th,Vanzuylen,48m 30s,47m 58s,47m 58s (in-game time),1.16.1,Normal,,Vanilla,6 months ago,,,https://www.speedrun.com/user/Vanzuylen
1245th,Atlb_,48m 01s 160ms,47m 58s 800ms,47m 58s 800ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Atlb_
1246th,Corvoda,48m 36s 340ms,48m 04s 600ms,48m 04s 600ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Corvoda
