Player,Real time,In-game time,Difficulty,F3,Mods,Date,userlink
Crookst,14m 37s 200ms,14m 16s 167ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/DECTHEELITE
Dav1E,14m 33s 317ms,14m 16s 717ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Crookst
MinecrAvenger,14m 28s,14m 20s 800ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Dav1E
SamDao,14m 47s 633ms,14m 25s 417ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/MinecrAvenger
mikeyboytv,14m 51s 367ms,14m 26s 600ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/SamDao
nieuh,14m 51s 167ms,14m 29s 650ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/mikeyboytv
Acilith,14m 38s 717ms,14m 31s 917ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/nieuh
ripfc,14m 48s 660ms,14m 32s 900ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Acilith
Decavex,15m 10s 590ms,14m 36s 350ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/ripfc
Dylqn,15m 01s 400ms,14m 39s 233ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Decavex
Tenori,14m 53s 933ms,14m 40s 767ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Dylqn
botmet,15m 00s 072ms,14m 46s 450ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Tenori
emia,15m 10s 279ms,14m 46s 550ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/botmet
Hoffik,15m 38s 900ms,14m 51s 800ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/emia
k4yfour,15m 10s 050ms,14m 51s 850ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Hoffik
simbala,15m 02s 367ms,14m 51s 867ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/k4yfour
Firework,14m 59s 750ms,14m 52s 400ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/simbala
Horsey,15m 40s 330ms,14m 52s 700ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Firework
Fyroah,15m 14s 833ms,14m 54s 933ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Horsey
Fulham,17m 42s 420ms,14m 56s 450ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Fyroah
Korbanoes,15m 12s 970ms,14m 56s 800ms,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/Fulham
KeyBoardAbuser,15m 22s 950ms,14m 59s 900ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Korbanoes
aaronjac69,15m 36s 750ms,15m 05s 200ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/KeyBoardAbuser
AutomattPL,15m 31s 430ms,15m 06s 300ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/aaronjac69
Tookann,15m 33s 033ms,15m 07s 633ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/AutomattPL
Dimeax,15m 24s,15m 07s 850ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Tookann
jdizll,15m 12s 700ms,15m 08s 367ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Dimeax
g4v1ng72,15m 24s,15m 12s 383ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/jdizll
Semperzz,15m 35s 980ms,15m 13s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/g4v1ng72
JebFromGameHouse,15m 17s 817ms,15m 14s 383ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Semperzz
Spropl,15m 30s 230ms,15m 15s 350ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/JebFromGameHouse
NoFear1337,15m 52s 290ms,15m 16s 250ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Spropl
Maljack,15m 39s 094ms,15m 18s 267ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/NoFear1337
Cube1337x,15m 29s 580ms,15m 18s 350ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Maljack
qam022,16m 10s 680ms,15m 19s 450ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Cube1337x
klydezzz,16m 16s 001ms,15m 22s 900ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/qam022
Silverr,16m 01s 167ms,15m 23s 233ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/klydezzz
Haama,15m 27s 540ms,15m 26s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Silverr
EvanKay,15m 51s 400ms,15m 29s 600ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Haama
LaRuim,16m 17s 310ms,15m 29s 800ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/EvanKay
nEmerald,15m 54s 680ms,15m 31s 550ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/LaRuim
Danger1451,15m 34s 000ms,15m 32s 000ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/nEmerald
jojoe77777,16m 20s 567ms,15m 32s 367ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Danger1451
Comprex,15m 50s 183ms,15m 33s 988ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/jojoe77777
LowkeyTM,15m 57s 890ms,15m 35s 400ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Comprex
plr,15m 49s 383ms,15m 36s 550ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/LowkeyTM
Thannus,15m 54s 330ms,15m 37s 250ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/plr
Oxidiot,16m 06s 950ms,15m 38s 750ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Thannus
FooN_,15m 57s 780ms,15m 39s 600ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Oxidiot
Stevie7,16m 43s 530ms,15m 42s 750ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/FooN_
Granat,15m 52s 500ms,15m 42s 850ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Stevie7
tomaron13,15m 54s 350ms,15m 43s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Granat
DougThePig,15m 48s 380ms,15m 43s 100ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/tomaron13
PeteZahHutt,15m 47s 100ms,15m 44s 150ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/DougThePig
CroProYT,16m 23s 080ms,15m 45s 700ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/PeteZahHutt
21mustard,15m 56s 300ms,15m 46s 600ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/CroProYT
Redstqne,15m 59s,15m 47s 200ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/21mustard
Funderful_TV,15m 55s 470ms,15m 48s 100ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Redstqne
hary0tt,16m 11s 840ms,15m 50s 850ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Funderful_TV
Parts,16m 10s 310ms,15m 51s 150ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/hary0tt
Degasaur,16m 01s 520ms,15m 54s 250ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Parts
santa12,16m 20s 417ms,15m 57s 867ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Degasaur
Thananiel_,16m 22s 770ms,15m 58s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/santa12
nebrula,16m 00s 910ms,15m 58s 850ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Thananiel_
MoleyG,16m 29s 790ms,15m 59s 400ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/nebrula
ItzToxic,16m 20s 920ms,15m 59s 500ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/MoleyG
triple6kono,16m 20s 040ms,16m 01s 900ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/ItzToxic
SpectroPlayer,16m 17s 117ms,16m 02s 067ms,1.16,Easy,F3,CaffeineMC,https://www.speedrun.com/user/triple6kono
Scar,16m 45s 350ms,16m 04s 050ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/SpectroPlayer
BooleanC5,17m 19s,16m 04s 600ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Scar
Uprush,16m 18s 450ms,16m 04s 700ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/BooleanC5
Ax3roth,16m 58s 160ms,16m 05s 400ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Uprush
suravil,16m 22s 100ms,16m 06s 667ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Ax3roth
lackingtoast,16m 28s 530ms,16m 09s,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/suravil
xCashew,16m 16s 340ms,16m 10s 100ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/lackingtoast
EleventyBillion,17m 22s 033ms,16m 11s 130ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/xCashew
alanispro,16m 20s 900ms,16m 12s 900ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/EleventyBillion
koen,16m 28s 970ms,16m 13s 500ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/alanispro
Plyers8,16m 16s 929ms,16m 14s 852ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/koen
Jay12310,16m 23s 240ms,16m 15s 050ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Plyers8
KEYL000,17m 16s 680ms,16m 16s 650ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Jay12310
thehunterhack,17m 03s 220ms,16m 17s 950ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/KEYL000
Vadikus007,16m 29s 270ms,16m 18s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/thehunterhack
Cpimtong,16m 56s 054ms,16m 18s 090ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Vadikus007
Lomiig,17m 54s 410ms,16m 18s 500ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Cpimtong
Rekagan,16m 43s 340ms,16m 18s 950ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Lomiig
LordWeasel,16m 44s 670ms,16m 21s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Rekagan
Dr_Joke_,16m 43s 651ms,16m 21s 050ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/LordWeasel
Thriive_,16m 23s 400ms,16m 21s 200ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/Dr_Joke_
Kuzeyli,17m 25s 610ms,16m 24s,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Thriive_
GoodGuyEz,16m 44s 140ms,16m 24s 150ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Kuzeyli
ToXicFl0w,16m 32s,16m 24s 440ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/GoodGuyEz
PodX12,16m 36s 667ms,16m 25s 633ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/ToXicFl0w
Shell_Guy,16m 55s 430ms,16m 27s 600ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/PodX12
Kunaxe,16m 42s 180ms,16m 30s 250ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Shell_Guy
Buration,17m 10s 900ms,16m 32s 650ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Kunaxe
ItsNumber,16m 42s 270ms,16m 32s 950ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Buration
Tegez,17m 00s 640ms,16m 34s 650ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/ItsNumber
Haid_,17m 23s 967ms,16m 34s 700ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Tegez
Antuu,16m 52s 900ms,16m 34s 800ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Haid_
PoisonUnderscore,17m 13s 650ms,16m 35s 550ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Antuu
ImpulseFun,16m 38s 400ms,16m 36s 500ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/PoisonUnderscore
Eliborate,16m 50s 270ms,16m 37s 150ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/ImpulseFun
nerdi,17m 01s 817ms,16m 37s 317ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Eliborate
Strick_Nine_TV,16m 54s 300ms,16m 38s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/nerdi
Ant3k,17m 11s 310ms,16m 40s 050ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Strick_Nine_TV
Kajodenn,16m 49s 700ms,16m 40s 500ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Ant3k
Ancoboy,17m 04s 910ms,16m 42s 250ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Kajodenn
acclaimedTV,16m 58s 570ms,16m 42s 950ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Ancoboy
Specnr,17m 06s 780ms,16m 43s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/acclaimedTV
Teddiursa1234,17m 11s 780ms,16m 44s 700ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Specnr
Corobo,17m 18s 860ms,16m 45s 550ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Teddiursa1234
NamelyNici,17m 13s 800ms,16m 45s 800ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Corobo
Toph033,16m 59s 340ms,16m 46s 550ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/NamelyNici
shdodude,16m 55s 640ms,16m 47s 200ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Toph033
leezaard,17m 22s 040ms,16m 47s 250ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/shdodude
Dani_,16m 50s 540ms,16m 47s 500ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/leezaard
shortyxd,17m 21s 520ms,16m 47s 900ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Dani_
Zayahh,17m 07s 450ms,16m 50s 983ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/shortyxd
Bertschoo,16m 53s 080ms,16m 51s,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Zayahh
plutko1,17m 06s 050ms,16m 51s 650ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Bertschoo
noodlemanhours,16m 57s 330ms,16m 52s 600ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/plutko1
squidy,16m 58s 440ms,16m 53s 350ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/noodlemanhours
MultiPorl,17m 00s,16m 55s 050ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/squidy
yohanss,17m 04s 520ms,16m 56s 150ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/MultiPorl
SuperC,17m 41s 517ms,16m 57s 550ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/yohanss
Krypticphox,17m 11s 350ms,16m 58s 650ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/SuperC
Hinart,17m 52s 780ms,16m 59s 150ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Krypticphox
MiGor,18m 08s,16m 59s 250ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Hinart
Chetoos23,18m 22s 085ms,16m 59s 850ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/MiGor
SirEthan27,17m 27s 200ms,17m 00s 150ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Chetoos23
MehmoTheReal,17m 21s 230ms,17m 00s 700ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/SirEthan27
GDTaffel,17m 24s 530ms,17m 01s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/MehmoTheReal
SLTRR,17m 44s 230ms,17m 01s 750ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/GDTaffel
Hashten,17m 13s 570ms,17m 02s 500ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/SLTRR
MichalKaylan,17m 44s 880ms,17m 04s 150ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Hashten
McDonaldsBoiRuns,17m 31s 130ms,17m 06s 100ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/MichalKaylan
RaisinBranden,17m 22s 760ms,17m 08s 150ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/McDonaldsBoiRuns
Baudox,17m 51s 610ms,17m 08s 300ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/RaisinBranden
Ravalle,17m 12s 690ms,17m 08s 750ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Baudox
Rickezinho,17m 21s 880ms,17m 11s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Ravalle
draconix,17m 52s 820ms,17m 11s 150ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Rickezinho
Calamity427,17m 53s 350ms,17m 11s 250ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/draconix
connorjayr,17m 17s 350ms,17m 11s 400ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Calamity427
Coosh02,17m 25s 080ms,17m 11s 600ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/connorjayr
KnightHawk03,17m 11s 460ms,17m 12s 550ms,1.16.1,Easy,No F3,Vanilla,https://www.speedrun.com/user/Coosh02
Markieboy257,17m 59s 740ms,17m 13s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/KnightHawk03
Zodi,17m 36s 450ms,17m 14s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Markieboy257
skipiano,17m 33s 514ms,17m 15s 400ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Zodi
bulgarian_tears,17m 40s 290ms,17m 15s 500ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/skipiano
HDTV53,17m 29s 670ms,17m 15s 550ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/bulgarian_tears
Alxei,17m 38s 970ms,17m 16s 400ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/HDTV53
Makattak1,20m 21s 050ms,17m 16s 450ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Alxei
temet,17m 25s 350ms,17m 16s 500ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Makattak1
_2x_,17m 30s 950ms,17m 17s 600ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/temet
Marlin,17m 33s 610ms,17m 19s 050ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/_2x_
G1bnick,19m 27s 400ms,17m 19s 400ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Marlin
retropog,18m 19s 641ms,17m 20s 850ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/G1bnick
dominn,17m 41s 370ms,17m 21s 500ms,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/retropog
NotAnEzRandy,17m 48s 741ms,17m 21s 800ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/dominn
Galacticafro,17m 22s 320ms,17m 22s 320ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/NotAnEzRandy
Dc210,17m 42s 380ms,17m 23s 400ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Galacticafro
Colooguy,18m 14s 530ms,17m 23s 850ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Dc210
fingeon27,17m 30s 570ms,17m 24s 400ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Colooguy
Qnly_qdm,17m 40s 260ms,17m 25s,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/fingeon27
Only_,17m 57s 180ms,17m 26s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Qnly_qdm
veriguturwiso,17m 59s 310ms,17m 26s 150ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Only_
Rayzor,17m 50s 280ms,17m 26s 950ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/veriguturwiso
minaxa,17m 40s 760ms,17m 27s 950ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Rayzor
Dratinia,17m 57s 400ms,17m 29s 200ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/minaxa
Vekzys,17m 32s 730ms,17m 30s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Dratinia
egeorge7,18m 14s 720ms,17m 30s 850ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Vekzys
Kuee,19m 02s 700ms,17m 31s 600ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/egeorge7
TapL,17m 41s 740ms,17m 33s,1.16.1,Normal,F3,CaffeineMC,https://www.speedrun.com/user/Kuee
Jamima,17m 44s 230ms,17m 34s 200ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/TapL
thebuggy9000,18m 16s 800ms,17m 34s 650ms,1.16.1,Easy,F3,Vanilla,https://www.speedrun.com/user/Jamima
Shipoman,18m 12s 080ms,17m 35s 700ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/thebuggy9000
raddles,18m 05s 020ms,17m 35s 900ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Shipoman
eedu,19m 57s,17m 36s 900ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/raddles
blackmagic556,17m 46s 700ms,17m 37s,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/eedu
pluginL,17m 40s 840ms,17m 37s 800ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/blackmagic556
WATTSONI,17m 51s 890ms,17m 38s 750ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/pluginL
nok,18m 15s 700ms,17m 38s 750ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/WATTSONI
Leaf___,18m 42s 930ms,17m 39s 900ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/nok
Blyde_,17m 51s,17m 40s 100ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Leaf___
Keima,17m 45s 720ms,17m 40s 150ms,1.16.1,Normal,F3,Vanilla,https://www.speedrun.com/user/Blyde_
batatowisk08,18m 58s 200ms,17m 42s 300ms,1.16.1,Easy,F3,CaffeineMC,https://www.speedrun.com/user/Keima
